"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Western Seminary-San Jose","1000 S. Park Victoria Drive, Milpitas, California 95035","https://www.westernseminary.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Small","","","","NA","NA","Fall 2017","NA","-","21036801","00717801"
"Western State College of Law at Argosy University","1 Banting, Irvine, California 92618-3601","www.wsulaw.edu","4-year, Private for-profit","Doctor's degree - professional practice","City: Large","No","409","","NA","NA","Fall 2011","NA","-","126030","02179937"
"Western University of Health Sciences","309 E 2nd St, Pomona, California 91766-1854","www.westernu.edu","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - professional practice","Suburb: Large","No","3847","","NA","NA","Fall 2011","NA","-","112525","02482700"
"Westminster Theological Seminary in California","1725 Bear Valley Parkway, Escondido, California 92027","www.wscal.edu","4-year, Private not-for-profit","Master's degree","Suburb: Large","Yes","113","","NA","NA","Fall 2011","NA","-","125718","02276800"
"Westmont College","955 La Paz Rd, Santa Barbara, California 93108-1089","www.westmont.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree","Suburb: Midsize","Yes","1300","1300","70%","NA","Fall 2011","$32,699","-","125727","00134100"
"Whittier College","13406 E Philadelphia Street, Whittier, California 90601","www.whittier.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","1987","1681","69%","NA","Fall 2011","$26,764","-","125763","00134200"
"William Jessup University","2121 University Avenue, Rocklin, California 95765-3707","WWW.JESSUP.EDU","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Rural: Fringe","Yes","1504","1204","64%","NA","Fall 2011","$22,503","-","122728","00128100"
"Woodbury University","7500 Glenoaks Blvd, Burbank, California 91504-1052","https://woodbury.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1160","1024","52%","NA","Fall 2011","$28,871","-","125897","00134300"
"World Mission University","500 Shatto Pl Ste 600, Los Angeles, California 90020","www.wmu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree","City: Large","No","373","142","20%","20%","Fall 2011","$15,190","-","401223","03868300"
"Wright Institute (The) -","2501 9th Street, Berkeley, California 94710-2254","wi.edu","4-year, Private not-for-profit","Master's degree","City: Midsize","","","","NA","NA","Fall 2017","NA","-","12601201","00884601"
"Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","7215 Waring Ave, Los Angeles, California 90046-7660","www.yoec.edu/","4-year, Private not-for-profit","Bachelor's degree","City: Large","Yes","143","143","32%","45%","Fall 2011","$10,972","-","126076","02262400"
"Yo San University of Traditional Chinese Medicine","13315 W. Washington Boulevard, Los Angeles, California 90066","yosan.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Large","No","131","","NA","NA","Fall 2011","NA","-","401250","03098200"
"Zaytuna College","1712 Euclid Avenue, Berkeley, California 94709","https://www.zaytuna.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Midsize","Yes","","","33%","NA","Fall 2011","NA","-","458575",""
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2016-2017 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
