unit: ug/m3,,,,,,,,,,,,,,,,,,,,
Time,K,Ca,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Ba,Pb,PM2.5,Cl-,NO3-,SO4=,NH4+,OC,EC
12/12/2014 12:00,1.292,1.267,0.005262,0.012072,0.092989,2.083,0.006224,0.023975,0.42453,0.019245,0.007297,0.113493,0.096671,76.4859,3.396,12.441,8.119,7.251,10.5167,2.133
12/12/2014 13:00,1.394,1.529,0.004859,0.01311,0.096245,2.312,0.005795,0.024453,0.311295,0.018131,0.006592,0.136418,0.092124,64.8668,3.012,12.834,8.174,7.298,9.8712,2.2238
12/12/2014 18:00,1.674,1.409,0.004085,0.009166,0.095431,1.651,0.003588,0.028468,0.499413,0.028968,0.008764,0.089369,0.173028,82.3827,3,16.033,7.843069149,9.014,17.236,3.7546
12/12/2014 19:00,1.643,1.448,0.003808,0.009082,0.089898,1.52,0.003646,0.033124,0.35044,0.021537,0.008663,0.087843,0.134488,90.9532,3.886,13.603,7.843069149,8.578,22.3459,4.8072
12/12/2014 20:00,1.79,1.406,0.003617,0.009732,0.093117,1.579,0.004981,0.038882,0.342431,0.023671,0.010009,0.08652,0.133954,96.5554,6.299,13.879,7.843069149,10.488,16.0517,5.3262
12/12/2014 21:00,1.611,1.242,0.002463,0.014511,0.102145,1.551,0.007345,0.043037,0.345974,0.022633,0.009926,0.087265,0.119141,92.7473,8.274,13.632,9.841,10.042,17.6238,5.8324
12/12/2014 22:00,1.873,1.283,0.004026,0.017993,0.113733,1.666,0.008645,0.044409,0.519179,0.026968,0.010633,0.104608,0.127086,95.6714,7.59,12.122,9.724,9.766,18.5333,5.8758
12/12/2014 23:00,2.113,1.323,0.007713,0.03385,0.135773,1.999,0.009584,0.051046,0.549615,0.032145,0.011821,0.110996,0.131727,85.5368,5.884,10.773,8.884,7.984,16.6475,5.2066
12/13/2014 0:00,1.869,1.171,0.005153,0.028187,0.138261,1.907,0.00871,0.049171,0.468205,0.031867,0.012362,0.098302,0.126936,85.7117,5.207,10.143,8.269,7.642,15.8256,4.5458
12/13/2014 1:00,1.724,0.657525,0.000125,0.018371,0.12471,1.218,0.006968,0.026248,0.391907,0.019964,0.013424,0.065287,0.126879,85.1992,4.754,9.784,7.83,7.125,14.7926,3.615
12/13/2014 2:00,1.511,0.632586,0.001338,0.014013,0.098271,1.056,0.004328,0.022492,0.357058,0.01918,0.011682,0.053136,0.09044,76.458,5.111,10.021,7.95,7.522,15.2633,3.6672
12/13/2014 3:00,1.622,0.641708,0.001811,0.011088,0.087655,1.001,0.004024,0.022604,0.41544,0.02457,0.012593,0.056551,0.099613,74.1943,4.864,9.806,8.044,7.023,15.1207,3.6977
12/13/2014 4:00,1.666,0.698842,0.001522,0.016133,0.097146,1.153,0.004816,0.023608,0.467796,0.02433,0.012203,0.060276,0.116437,72.3942,5.899,8.912,7.886,7.597,15.0766,4.258
12/13/2014 5:00,1.642,0.645513,0.001815,0.018931,0.097897,1.127,0.005017,0.024505,0.521215,0.030213,0.01211,0.058105,0.125352,79.711,4.845,7.883,7.957,6.92,16.1684,4.2499
12/13/2014 6:00,1.712,0.663772,0.00191,0.02692,0.142948,1.389,0.008258,0.026576,0.515143,0.030025,0.015145,0.057859,0.132558,75.5965,4.829,8.191,7.18,6.364,15.9437,4.1479
12/13/2014 7:00,1.586,0.871787,0.00212,0.028738,0.143659,1.45,0.006807,0.032856,0.681022,0.032496,0.014108,0.065,0.147008,90.6259,5.186,8.166,7.242,6.102,15.5563,4.904
12/13/2014 8:00,1.646,0.936434,0.006151,0.018438,0.13133,1.513,0.008923,0.040352,0.92797,0.030701,0.013974,0.070241,0.173394,93.2625,7.239,8.455,7.262,7.623,16.5532,5.0738
12/13/2014 9:00,1.694,1.02,0.008741,0.026522,0.131841,1.589,0.0134,0.044225,1.018,0.03183,0.011656,0.072628,0.168313,75.0679,4.267,7.307,5.147,5.072,13.208,3.203
12/13/2014 10:00,1.355,0.818027,0.004511,0.021408,0.105466,1.332,0.010785,0.029631,0.644306,0.026291,0.010466,0.057673,0.139728,66.0708,2.006,5.625,3.645,3.191,11.7636,2.7616
12/13/2014 11:00,1.248,1.046,0.004403,0.011523,0.102396,1.454,0.005451,0.030964,0.570277,0.021229,0.008547,0.07532,0.113691,41.0327,2.252,8.292,4.903,4.712,8.7316,1.7279
12/13/2014 12:00,1.102,1.182,0.002237,0.012404,0.087698,1.578,0.004687,0.018835,0.429267,0.018811,0.00624,0.097695,0.091002,35.4023,2.765,8.322,5.049,4.889,8.0355,1.459
12/13/2014 13:00,1.224,1.798,0.004543,0.016528,0.096463,2.507,0.005235,0.025,0.285019,0.016937,0.005036,0.150953,0.076846,26.5038,2.835,7.874,5.342,5.023,7.2126,1.4095
12/13/2014 14:00,1.201,1.67,0.004182,0.014114,0.092591,2.425,0.005144,0.035322,0.268518,0.0175,0.005755,0.148201,0.092654,49.8411,3.018,9.181,5.529,5.534,7.5546,1.6013
12/13/2014 15:00,1.008,1.187,0.003764,0.01121,0.087352,1.705,0.004287,0.029308,0.297032,0.014741,0.006269,0.099438,0.0782,56.3944,2.731,8.637,4.995,5.149,7.2927,1.7139
12/13/2014 16:00,0.977633,1.069,0.003484,0.012312,0.089046,1.53,0.005083,0.024153,0.342305,0.012457,0.006663,0.09101,0.077059,52.1847,3.353,9.258,5.379,5.433,7.8387,1.8052
12/13/2014 17:00,0.966999,0.888497,0.00195,0.011538,0.08429,1.32,0.004864,0.020801,0.38406,0.011537,0.006129,0.075198,0.067096,51.0944,3.367,9.929,5.57,5.593,11.1873,2.397
12/13/2014 18:00,1.03,0.85969,0.001709,0.010141,0.084152,1.298,0.004305,0.022383,0.371231,0.012344,0.005668,0.071765,0.065994,54.2284,3.523,11.114,6.09,6.249,13.0926,2.9327
12/13/2014 19:00,1.051,0.853734,0.003261,0.013086,0.094145,1.346,0.006387,0.025593,0.380651,0.013292,0.006777,0.065693,0.085262,52.8151,3.562,11.471,6.21,6.62,11.2087,2.4901
12/13/2014 20:00,0.949074,0.730964,0.006995,0.017092,0.120727,1.492,0.009208,0.02183,0.339666,0.013073,0.00736,0.053688,0.102693,56.264,3.621,11.624,6.105,6.6,15.2565,2.8724
12/13/2014 21:00,1.122,0.692409,0.006313,0.015587,0.115354,1.432,0.008405,0.022452,0.356338,0.011763,0.007117,0.047851,0.099111,63.48,3.904,10.475,5.693,6.184,18.8868,4.904
12/13/2014 22:00,1.269,0.996351,0.004871,0.015593,0.147039,1.951,0.008065,0.040938,0.512088,0.013941,0.006647,0.072719,0.103037,73.6102,5.457,11.436,6.326,6.653,23.5804,8.0365
12/13/2014 23:00,1.713,1.449,0.002495,0.024007,0.137919,2.206,0.006942,0.057738,0.568762,0.019472,0.006938,0.113465,0.114162,105.4244,6.432,10.137,6.082,6.816,24.18,9.9768
12/14/2014 0:00,1.911,1.944,0.004878,0.01878,0.13908,2.295,0.006869,0.059524,0.55184,0.021072,0.007178,0.126394,0.12551,119.3507,7.981,10.534,6.859,7.712,24.0283,10.4979
12/14/2014 1:00,2.183,1.623,0.004417,0.016229,0.136573,1.988,0.011347,0.051825,0.650646,0.031717,0.009318,0.11326,0.152518,114.6286,7.749,11.356,7.173,7.48,23.423,9.3349
12/14/2014 2:00,2.34,1.726,0.008603,0.017728,0.153821,2.111,0.01226,0.051742,0.810186,0.032001,0.010732,0.114127,0.196824,104.1129,7.144,10.031,6.988,7.368,24.3878,9.1094
12/14/2014 3:00,2.285,1.531,0.010839,0.017537,0.151916,2.063,0.01229,0.048212,0.738453,0.029885,0.013952,0.107223,0.166367,98.4004,5.904,9.097,6.464,6.54,22.2596,8.302
12/14/2014 4:00,2.156,1.245,0.009464,0.015774,0.153978,1.835,0.011085,0.044445,0.785362,0.027819,0.014316,0.09337,0.1318,77.452,4.717,9.126,5.872,5.836,18.2431,6.2413
12/14/2014 5:00,1.773,0.82072,0.007154,0.012026,0.152169,1.406,0.0084,0.036599,0.785056,0.02372,0.010778,0.064576,0.108627,79.0592,4.116,8.206,5.243,5.765,17.3379,6.0765
12/14/2014 6:00,1.641,0.785183,0.006165,0.011837,0.158929,1.418,0.008356,0.035774,0.849632,0.022466,0.010292,0.062779,0.103107,92.7297,4.151,8.352,5.689,5.26,17.7468,6.2743
12/14/2014 7:00,1.641,0.953949,0.02042,0.010414,0.153503,1.423,0.011316,0.034504,0.789395,0.021736,0.011184,0.066246,0.099108,94.8928,4.175,8.296,5.704,5.03,18.8146,7.0849
12/14/2014 8:00,1.812,1.257,0.024833,0.010616,0.222683,2.118,0.012581,0.035964,0.75935,0.020199,0.013027,0.078758,0.099307,92.2247,3.042,7.607,4.481,4.113,17.327,6.3394
12/14/2014 9:00,1.563,1.114,0.015697,0.01007,0.163487,1.678,0.009417,0.033255,0.743592,0.021105,0.012532,0.073308,0.090491,67.5891,3.493,12.381,5.606,5.909,14.0458,4.3023
12/14/2014 10:00,1.266,0.806868,0.005069,0.024438,0.135711,1.298,0.011452,0.030702,0.644641,0.029551,0.009571,0.056822,0.089303,55.8242,3.307,14.821,7.144,7.821,10.9522,2.8156
12/14/2014 11:00,1.15,0.880875,0.002132,0.010928,0.097665,1.144,0.004918,0.02152,0.432028,0.022927,0.008096,0.0569,0.19833,83.2425,3.276,17.031,8.306,9.108,12.0474,3.0638
12/14/2014 12:00,1.297,1.643,0.003656,0.012633,0.115528,1.747,0.005094,0.026708,0.481039,0.021096,0.009718,0.093712,0.133009,75.5288,2.626,16.869,7.416,8.559,10.6848,2.5218
12/14/2014 13:00,1.039,1.124,0.002976,0.009391,0.090525,1.331,0.004197,0.01991,0.335626,0.016478,0.008849,0.077695,0.132652,59.8474,2.463,16.854,6.694,8.193,9.9566,2.3809
12/14/2014 14:00,1.16,1.284,0.002709,0.008109,0.084672,1.431,0.003897,0.019306,0.285454,0.014913,0.010473,0.088894,0.084508,58.1791,2.758,18.154,6.026,8.678,11.3031,2.6988
12/14/2014 15:00,1.279,1.413,0.002251,0.00924,0.098771,1.773,0.004085,0.024811,0.299821,0.014493,0.006941,0.106933,0.082099,72.3645,3.236,20.194,6.197,9.062,13.196,3.069
12/14/2014 16:00,1.326,1.183,0.00276,0.009586,0.12451,1.819,0.003407,0.023492,0.356802,0.01452,0.006655,0.094671,0.103778,65.3775,2.094,16.687,6.303,7.752,11.0846,2.3962
12/14/2014 17:00,1.105,0.901604,0.002285,0.007965,0.131738,1.573,0.003693,0.022857,0.447783,0.013687,0.005967,0.067156,0.09148,45.2821,1.867,13.627,5.514,7.076,10.0818,2.865
12/14/2014 18:00,0.99261,0.68511,0.00205,0.006472,0.125697,1.308,0.003229,0.020934,0.250005,0.011979,0.005487,0.059561,0.072931,62.4488,2.152,16.051,6.185,7.313,13.2593,3.5269
12/14/2014 19:00,1.081,0.666893,0.003345,0.006939,0.130402,1.298,0.003468,0.027358,0.228906,0.015619,0.005253,0.055444,0.063166,76.433,2.361,16.88,6.595,7.618,13.1993,3.7492
12/14/2014 20:00,1.144,0.562383,0.007225,0.007258,0.149741,1.306,0.004937,0.0256,0.247231,0.015652,0.005633,0.05163,0.07016,79.1714,4.054,17.686,7.089,8.96,14.352,4.8994
12/14/2014 21:00,1.548,0.653852,0.009942,0.007107,0.170459,1.492,0.006175,0.027745,0.283493,0.01973,0.006839,0.062545,0.084314,77.4679,3.743,17.181,7.091,8.77,14.5329,4.7764
12/14/2014 22:00,1.444,0.620708,0.010315,0.007095,0.161121,1.476,0.005844,0.022149,0.285137,0.018637,0.005945,0.060787,0.077413,65.2031,3.627,16.082,6.996,8.349,12.9202,4.6335
12/14/2014 23:00,1.451,0.513404,0.01187,0.006583,0.135357,1.325,0.006257,0.020586,0.299967,0.017275,0.006564,0.064405,0.072972,58.665,2.871,14.849,6.497,7.293,12.232,3.854
12/15/2014 0:00,1.002,0.372261,0.016609,0.004733,0.068515,0.830728,0.007168,0.015827,0.261447,0.012465,0.005523,0.040515,0.057957,56.9119,2.097,14.44,6.144,6.897,11.216,3.0496
12/15/2014 1:00,0.824319,0.274795,0.014248,0.003371,0.046298,0.574998,0.006096,0.0108,0.188252,0.007755,0.004398,0.035166,0.048836,60.9553,1.552,13.529,5.854,6.289,10.4321,2.5505
12/15/2014 2:00,0.684563,0.219069,0.014659,0.002886,0.049861,0.510161,0.006333,0.009152,0.171876,0.009021,0.004017,0.029774,0.041367,49.9745,1.581,11.292,5.02,5.358,9.6513,2.8471
12/15/2014 3:00,0.605531,0.169586,0.008822,0.003608,0.049876,0.523315,0.004848,0.009356,0.150457,0.009862,0.00457,0.02859,0.038133,45.5323,0.959,9.548,4.641,4.253,8.3192,2.268
12/15/2014 4:00,0.556445,0.168142,0.010228,0.003752,0.059634,0.542752,0.004841,0.012389,0.149402,0.008528,0.005011,0.026224,0.038873,34.6319,1.011,8.504,4.563,4.06,7.6455,1.8734
12/15/2014 5:00,0.526004,0.157632,0.01563,0.003092,0.059025,0.40753,0.006456,0.012143,0.158382,0.007143,0.00508,0.02278,0.0418,32.1866,1.044,7.272,4.646,3.337,7.8378,1.8171
12/15/2014 6:00,0.425107,0.181929,0.012302,0.002123,0.038066,0.317356,0.00479,0.012403,0.125638,0.006065,0.004201,0.016293,0.03255,31.3606,1.12,7.44,5.66,4.138,7.1672,2.3456
12/15/2014 7:00,0.437782,0.23507,0.013634,0.002077,0.037167,0.439356,0.005,0.013934,0.120038,0.006886,0.003597,0.022627,0.031589,37.5899,1.516,7.577,6.003,4.703,8.9453,3.8581
12/15/2014 8:00,0.585217,0.459494,0.014131,0.003002,0.092704,1.137,0.005441,0.025187,0.307963,0.008469,0.004348,0.041277,0.037591,46.2399,1.613,12.186,7.208,6.041,10.3038,4.4058
12/15/2014 9:00,0.683318,0.605332,0.016577,0.005217,0.108275,1.145,0.006898,0.025249,0.455607,0.009961,0.006051,0.048195,0.051248,49.4866,2.461,14.294,7.807,7.346,10.5154,3.5842
12/15/2014 10:00,0.688847,0.385434,0.01948,0.006062,0.078949,0.858687,0.008093,0.025162,0.33701,0.012216,0.007157,0.038668,0.057405,55.0868,2.733,14.085,7.783,7.369,11.8045,4.0711
12/15/2014 11:00,0.794688,0.386423,0.015865,0.01149,0.09667,0.939541,0.008694,0.027134,0.416696,0.015118,0.008583,0.039727,0.057999,52.7228,3.466,12.332,7.921,7.434,11.9662,3.9839
12/15/2014 12:00,0.926288,0.381461,0.013553,0.036512,0.094895,1.023,0.012505,0.021394,0.312067,0.014495,0.006831,0.046671,0.059609,54.8359,4.802,12.224,8.981,8.153,14.471,4.5059
12/15/2014 13:00,1.129,0.466272,0.00764,0.037562,0.121097,1.36,0.019966,0.023247,0.400349,0.01497,0.007846,0.061909,0.066554,61.6874,3.09,12.241,8.881,7.448,13.0106,4.0372
12/15/2014 14:00,1.055,0.512441,0.00664,0.030369,0.094589,1.043,0.016474,0.020343,0.564992,0.01511,0.007734,0.047706,0.065879,74.4518,4.278,13.908,9.97,8.341,14.2896,4.4979
12/15/2014 15:00,1.483,0.437518,0.009092,0.029027,0.106168,1.081,0.016478,0.024829,0.564428,0.015462,0.010466,0.048181,0.085509,96.1937,5.691,17.444,12.065,10.825,19.1367,6.3802
12/15/2014 16:00,1.747,0.707478,0.009514,0.02364,0.139888,1.51,0.012781,0.036301,0.808551,0.022274,0.018056,0.076979,0.130998,114.3598,6.574,19.34,13.427,12.902,22.7545,6.6628
12/15/2014 17:00,1.784,0.947608,0.007699,0.024254,0.152225,1.69,0.013288,0.050971,0.823023,0.031117,0.019992,0.106239,0.152005,111.6475,6.433,18.198,13.27,11.68,22.2953,6.2548
12/15/2014 18:00,1.762,1.133,0.005522,0.028239,0.134586,1.708,0.0169,0.058107,0.692343,0.034163,0.016519,0.106116,0.132803,102.1858,5.312,16.984,10.812,10.575,21.1266,6.0103
12/15/2014 19:00,1.757,1,0.004176,0.021557,0.115133,1.344,0.01054,0.056439,0.641119,0.04419,0.015236,0.077283,0.151266,83.5752,6.295,18.116,11.741,11.237,18.7773,5.3027
12/15/2014 20:00,1.861,1.064,0.004301,0.027028,0.130619,1.509,0.013975,0.076936,0.81583,0.049656,0.015827,0.074434,0.235694,117.3695,8.534,25.749,16.606,16.255,21.0388,6.1198
12/15/2014 21:00,2.653,1.242,0.006413,0.040967,0.217399,2.137,0.019821,0.086036,1.395,0.048042,0.023776,0.089035,0.374351,152.5219,8.568,29.518,17.872,18.234,22.4814,6.3581
12/15/2014 22:00,2.89,1.351,0.007467,0.038802,0.236659,2.472,0.018463,0.079675,1.329,0.051901,0.029559,0.102972,0.385179,152.8712,7.314,28.339,16.09,16.704,23.6731,6.2637
12/15/2014 23:00,2.799,1.155,0.007813,0.032162,0.213208,2.225,0.014633,0.067197,1.26,0.053776,0.025607,0.086857,0.41259,139.636,5.629,26.217,12.668,15.689,24.3866,5.8953
12/16/2014 0:00,2.685,1.054,0.009568,0.026393,0.187694,2.017,0.011358,0.063537,1.175,0.049824,0.021975,0.087306,0.362198,150.0691,5.395,27.952,12.378,15.027,25.2381,5.3932
